Day Trade,Start Week,End Week,Start Date,End Date,#Samples,Invested (USD),Cashed (USD),Cashed/Invested (%),Last Trade,Last Price (USD),Profit Exit Level (%),Loss Exit Level (%),#Stocks,WINDOW5,WINDOW20,WINDOW50
close,732,1088,2012-01-03,2018-12-31,715096,-128059.5,126953.0,99.13594852392833,SELL,113.01,115,70,50,9,21,51
close,977,985,2016-09-12,2016-11-11,18338,0.0,0.0,0.0,SELL,147.07,115,70,50,8,20,62
close,732,1092,2012-01-03,2018-12-31,723020,-105978.5,105036.0,99.110668673363,SELL,113.01,115,70,50,9,30,50
close,751,778,2012-05-14,2012-11-23,55333,-16200.0,15874.0,97.98765432098766,SELL,157.48,115,70,50,10,24,62
close,836,983,2014-01-02,2016-10-28,293125,-59497.0,59260.0,99.6016605879288,SELL,139.33,115,70,50,7,30,53
close,836,1078,2014-01-02,2018-12-31,483911,-103333.5,102124.0,98.82951801690642,SELL,113.01,115,70,50,7,23,53
close,722,1089,2011-10-24,2018-12-31,738481,-128905.5,125918.5,97.68279863931329,SELL,113.01,115,70,50,6,25,70
close,836,1044,2014-01-02,2017-12-29,413528,-80860.5,81296.0,100.53858187866759,BUY + SELL NOW,146.15,115,70,50,10,27,50
close,895,1020,2015-02-17,2017-07-14,248633,-42048.0,43033.5,102.34375,SELL,143.2,115,70,50,9,23,62
close,732,1052,2012-01-03,2018-12-31,640572,-113548.5,117211.0,103.22549395192362,SELL,113.01,115,70,50,10,24,54
close,730,823,2011-12-19,2013-12-31,189441,-40243.5,39272.0,97.58594555642526,SELL,155.74,115,70,50,10,22,62
close,903,1090,2015-04-13,2018-12-31,377584,-64607.0,63616.5,98.466884393332,SELL,113.01,115,70,50,9,29,58
close,836,982,2014-01-02,2016-10-21,291124,-59617.0,59228.5,99.34834023852257,SELL,136.36,115,70,50,9,29,52
close,836,918,2014-01-02,2015-07-31,164325,-46044.0,44971.0,97.66962036313092,SELL,139.59,115,70,50,5,27,60
close,836,927,2014-01-02,2015-10-02,182470,-38912.00000000001,37863.0,97.30417351973682,SELL,125.66,115,70,50,9,30,64
close,911,1094,2015-06-08,2018-12-31,368776,-57877.5,56576.0,97.75128504168286,SELL,113.01,115,70,50,5,28,70
close,732,938,2012-01-03,2015-12-18,414513,-77960.5,75829.5,97.26656447816522,SELL,120.08,115,70,50,7,25,50
close,693,1011,2011-04-04,2017-05-12,641487,-112089.5,111175.0,99.18413410711976,SELL,140.19,115,70,50,5,22,59
close,836,1039,2014-01-02,2017-11-24,403703,-74147.5,74433.0,100.3850433258033,BUY + SELL NOW,143.91,115,70,50,9,22,63
close,947,991,2016-02-16,2016-12-23,88840,-19535.0,21026.5,107.63501407729716,BUY + SELL NOW,152.48,115,70,50,6,26,69
close,911,1083,2015-06-08,2018-12-31,345552,-57533.0,56023.0,97.37541932456156,BUY + SELL NOW,113.01,115,70,50,7,21,67
close,957,984,2016-04-25,2016-11-04,55390,-13305.5,13333.0,100.2066814475217,SELL,138.6,115,70,50,9,30,65
close,955,1072,2016-04-11,2018-12-31,235919,-51050.0,50832.0,99.57296767874632,SELL,113.01,115,70,50,7,21,58
close,922,1057,2015-08-24,2018-12-31,270070,-69043.0,69595.0,100.7995017597729,SELL,113.01,115,70,50,5,20,56
close,935,959,2015-11-23,2016-05-13,48643,-12329.5,12791.0,103.74305527393649,BUY + SELL NOW,133.99,115,70,50,7,25,69
close,687,1002,2011-02-22,2017-03-10,635763,-111916.5,112572.5,100.58615128242931,BUY + SELL NOW,164.63,115,70,50,9,20,68
close,726,970,2011-11-21,2016-07-29,489507,-91941.0,90875.5,98.84110462144201,BUY + SELL NOW,144.45,115,70,50,10,30,52
close,904,1093,2015-04-20,2018-12-31,380799,-57569.5,58515.5,101.64323122486734,SELL,113.01,115,70,50,5,21,55
close,836,1011,2014-01-02,2017-05-12,348127,-67029.0,66632.0,99.40771904697966,SELL,140.19,115,70,50,6,27,64
close,784,838,2013-01-02,2014-12-31,111632,-32816.5,30883.0,94.1081468163881,SELL,137.14,115,70,50,6,23,64
close,695,830,2011-04-18,2013-12-31,279950,-54090.0,53221.5,98.39434276206323,SELL,155.74,115,70,50,7,27,64
close,784,898,2013-01-02,2015-03-13,229798,-48623.5,46927.0,96.51094635310086,SELL,135.07,115,70,50,6,20,68
close,987,1068,2016-11-21,2018-12-31,164276,-37718.5,36536.5,96.86625926269602,SELL,113.01,115,70,50,10,26,69
close,1016,1049,2017-06-12,2018-12-31,68876,-15052.5,13693.5,90.97159940209268,SELL,113.01,115,70,50,5,23,53
close,697,796,2011-05-02,2013-12-31,205351,-39052.5,38293.5,98.05646245438832,BUY + SELL NOW,155.74,115,70,50,5,20,67
close,1053,1093,2018-02-26,2018-12-07,84136,-22480.0,21398.0,95.18683274021352,SELL,122.76,115,70,50,8,27,52
close,732,814,2012-01-03,2013-12-31,167505,-32795.5,31796.0,96.95232577640225,SELL,155.74,115,70,50,8,24,52
close,933,1030,2015-11-09,2017-09-22,192171,-26982.0,27489.5,101.88088355199763,SELL,136.16,115,70,50,8,29,69
close,914,988,2015-06-29,2016-12-02,148541,-35004.5,35497.0,101.40696196203345,BUY + SELL NOW,145.85,115,70,50,10,22,56
close,1084,1084,2018-10-01,2018-10-05,2061,-7509.5,7417.5,98.77488514548239,SELL,148.35,115,70,50,8,24,65
close,927,1080,2015-09-28,2018-12-31,307066,-49937.0,47886.0,95.8928249594489,SELL,113.01,115,70,50,9,28,69
close,911,1018,2015-06-08,2017-06-30,213647,-35414.0,36157.0,102.09804032303609,SELL,143.19,115,70,50,7,20,61
close,784,1070,2013-01-02,2018-12-31,573186,-99282.0,96932.0,97.63300497572571,SELL,113.01,115,70,50,5,25,70
close,721,1040,2011-10-17,2017-12-01,639228,-106467.5,105013.0,98.63385540188321,BUY + SELL NOW,146.62,115,70,50,10,22,69
close,836,890,2014-01-02,2015-01-16,108420,-31744.0,31036.5,97.77123235887096,SELL,133.81,115,70,50,6,23,53
close,911,919,2015-06-08,2015-08-07,18231,-14679.5,14128.0,96.24306004972921,SELL,135.73,115,70,50,10,23,51
close,784,934,2013-01-02,2015-11-20,302612,-62977.5,61159.5,97.11325473383351,SELL,121.77,115,70,50,9,22,63
close,680,781,2011-01-03,2012-12-31,211814,-42479.5,43872.0,103.27805176614602,SELL,156.54,115,70,50,6,25,64
close,784,955,2013-01-02,2016-04-15,342812,-69055.5,67858.0,98.26588758317585,BUY + SELL NOW,134.64,115,70,50,7,21,68
close,725,1042,2011-11-14,2017-12-15,634266,-107175.0,105321.0,98.27011896431071,BUY + SELL NOW,146.26,115,70,50,9,27,64
close,732,1048,2012-01-03,2018-12-31,632339,-120878.0,118424.0,97.96985390228164,SELL,113.01,115,70,50,6,21,54
close,784,895,2013-01-02,2015-02-20,223652,-48602.5,46971.0,96.64317679131732,SELL,140.53,115,70,50,7,28,58
close,732,908,2012-01-03,2015-05-22,354365,-63349.5,62363.5,98.44355519775215,BUY + SELL NOW,149.18,115,70,50,9,23,64
close,695,907,2011-04-18,2015-05-15,431677,-84175.5,83255.5,98.90704539919572,BUY + SELL NOW,150.23,115,70,50,7,24,67
close,732,939,2012-01-03,2015-12-24,415935,-70657.0,69029.5,97.69661887711055,SELL,121.79,115,70,50,8,20,70
close,732,939,2012-01-03,2015-12-24,415935,-70862.5,68856.5,97.1691656376786,SELL,121.79,115,70,50,7,27,66
close,822,834,2013-09-23,2013-12-20,27003,0.0,0.0,0.0,SELL,150.33,115,70,50,6,24,68
close,732,1028,2012-01-03,2017-09-08,591091,-105831.0,104911.5,99.13116194687757,SELL,133.68,115,70,50,9,21,56
close,724,809,2011-11-07,2013-12-31,174092,-55707.5,53854.0,96.67279989229458,SELL,155.74,115,70,50,9,22,70
close,1008,1079,2017-04-17,2018-12-31,146494,-37070.0,34605.5,93.35176692743458,SELL,113.01,115,70,50,5,23,67
close,784,1066,2013-01-02,2018-12-31,564872,-91106.5,90510.0,99.34527174241136,SELL,113.01,115,70,50,8,26,55
close,732,986,2012-01-03,2016-11-18,509121,-91726.0,90366.5,98.51786843424983,BUY + SELL NOW,146.33,115,70,50,6,25,70
close,732,967,2012-01-03,2016-07-08,470983,-83968.0,82700.0,98.48990091463415,BUY + SELL NOW,138.31,115,70,50,6,20,58
close,710,962,2011-08-01,2016-06-03,509168,-90988.5,89731.0,98.61795721437325,BUY + SELL NOW,137.02,115,70,50,7,21,52
close,694,778,2011-04-11,2012-12-31,176237,-36308.0,36904.5,101.64288861958796,SELL,156.54,115,70,50,6,28,68
close,699,753,2011-05-16,2012-12-31,116282,-28545.5,28319.5,99.20828151547529,SELL,156.54,115,70,50,8,20,64
close,732,1011,2012-01-03,2017-05-12,558000,-98542.5,97809.0,99.25565111500114,SELL,140.19,115,70,50,9,23,55
close,732,810,2012-01-03,2013-12-31,158909,-32748.5,32017.0,97.766309907324,SELL,155.74,115,70,50,5,26,70
close,958,1016,2016-05-02,2017-06-16,116030,-14004.0,14840.5,105.97329334475864,SELL,144.39,115,70,50,6,28,50
close,719,1067,2011-10-03,2018-12-31,699484,-115000.5,113428.0,98.63261464080591,SELL,113.01,115,70,50,8,28,65
close,708,845,2011-07-18,2014-12-31,282715,-63298.0,61283.0,96.81664507567379,SELL,137.14,115,70,50,8,28,53
close,703,854,2011-06-13,2014-12-31,311442,-68999.5,67206.5,97.40143044514815,SELL,137.14,115,70,50,7,23,68
close,952,1022,2016-03-21,2017-07-28,139867,-27376.0,27268.0,99.60549386323787,SELL,134.29,115,70,50,5,27,65
close,1000,1040,2017-02-21,2017-12-01,81776,-15559.0,15562.5,100.02249501896009,BUY + SELL NOW,146.62,115,70,50,5,27,58
close,784,1018,2013-01-02,2017-06-30,467224,-90786.0,89958.0,99.08796510475183,SELL,143.19,115,70,50,5,23,56
close,836,1014,2014-01-02,2017-06-02,353750,-73887.0,73988.5,100.13737193281632,SELL,142.21,115,70,50,10,26,51
close,836,897,2014-01-02,2015-03-06,122301,-38798.5,37941.0,97.78986301016792,BUY + SELL NOW,138.09,115,70,50,8,23,50
close,944,950,2016-01-25,2016-03-11,13930,-5501.0,6331.5,115.09725504453736,SELL,126.63,115,70,50,6,30,64
close,836,948,2014-01-02,2016-02-26,223630,-38912.00000000001,37863.0,97.30417351973682,SELL,119.62,115,70,50,5,30,66
close,710,1023,2011-08-01,2017-08-04,629343,-105797.5,105175.0,99.41161180557197,SELL,134.71,115,70,50,6,29,50
close,915,922,2015-07-06,2015-08-28,16948,-14260.0,14004.5,98.20827489481066,SELL,128.75,115,70,50,9,26,69
close,912,1063,2015-06-15,2018-12-31,303597,-50290.5,51539.5,102.48357045565265,SELL,113.01,115,70,50,7,27,51
close,732,996,2012-01-03,2017-01-27,527763,-105834.0,105244.5,99.44299563467317,BUY + SELL NOW,162.88,115,70,50,7,21,50
close,836,1054,2014-01-02,2018-12-31,434781,-74243.0,72753.0,97.99307678838409,SELL,113.01,115,70,50,5,24,59
close,732,989,2012-01-03,2016-12-09,514526,-91620.0,90907.5,99.22233136869679,BUY + SELL NOW,151.76,115,70,50,6,28,54
close,836,1059,2014-01-02,2018-12-31,444687,-74209.0,74104.0,99.85850772817314,SELL,113.01,115,70,50,9,29,54
close,985,999,2016-11-07,2017-02-17,28873,-15309.0,16490.0,107.71441635639167,BUY + SELL NOW,166.55,115,70,50,6,24,53
close,845,878,2014-03-03,2014-10-24,68399,-15899.5,15716.5,98.84902040944684,SELL,136.95,115,70,50,6,22,57
close,940,983,2015-12-28,2016-10-28,87063,-26682.5,27076.5,101.47662325494238,SELL,139.33,115,70,50,7,23,52
close,836,1094,2014-01-02,2018-12-31,516889,-88925.5,87518.5,98.41777667823065,SELL,113.01,115,70,50,9,24,67
close,836,1048,2014-01-02,2018-12-31,422466,-88939.5,87682.0,98.58611752933173,SELL,113.01,115,70,50,10,25,53
close,836,931,2014-01-02,2015-10-30,191021,-46215.5,45133.0,97.6577122394002,SELL,122.77,115,70,50,5,23,60
close,836,1090,2014-01-02,2018-12-31,509584,-96924.0,96261.0,99.31595889562956,SELL,113.01,115,70,50,10,22,59
close,732,1025,2012-01-03,2017-08-18,585515,-91804.0,90512.0,98.5926539148621,SELL,132.11,115,70,50,10,26,67
close,784,1052,2013-01-02,2018-12-31,536163,-113109.5,112598.5,99.54822539220844,SELL,113.01,115,70,50,9,20,50
close,963,984,2016-06-06,2016-11-04,43715,-21176.0,20803.0,98.23857196826596,SELL,138.6,115,70,50,6,25,59
close,928,951,2015-10-05,2016-03-18,47225,-12746.0,12763.0,100.13337517652597,BUY + SELL NOW,130.9,115,70,50,8,23,61
close,732,1028,2012-01-03,2017-09-08,591091,-98523.5,97737.5,99.20222078996382,SELL,133.68,115,70,50,9,21,60
close,689,955,2011-03-07,2016-04-15,539558,-103572.5,102082.0,98.56091143884719,BUY + SELL NOW,134.64,115,70,50,6,20,63
close,784,883,2013-01-02,2014-12-31,201707,-48676.0,47054.5,96.66878954721012,SELL,137.14,115,70,50,7,20,57
close,909,951,2015-05-26,2016-03-18,85203,-13643.5,13908.0,101.93865210539818,BUY + SELL NOW,130.9,115,70,50,9,22,68
close,836,920,2014-01-02,2015-08-14,168395,-46150.0,45063.0,97.64463705308776,SELL,135.7,115,70,50,10,26,60
close,766,773,2012-08-27,2012-10-19,16228,-8170.5,7934.5,97.1115598800563,BUY + SELL NOW,158.69,115,70,50,5,23,68
close,691,813,2011-03-21,2013-12-31,253178,-52614.0,51992.0,98.81780514691907,SELL,155.74,115,70,50,6,21,54
close,724,797,2011-11-07,2013-12-31,148959,-47144.5,45683.5,96.90101708576822,BUY + SELL NOW,155.74,115,70,50,9,22,57
close,944,983,2016-01-25,2016-10-28,79378,-19133.0,20682.0,108.09595985992787,SELL,139.33,115,70,50,6,22,60
close,732,1033,2012-01-03,2017-10-13,601139,-112895.0,111669.0,98.9140351654192,BUY + SELL NOW,138.35,115,70,50,7,24,50
close,1068,1078,2018-06-11,2018-08-24,22442,-21461.5,21141.5,98.50895790135824,BUY + SELL NOW,142.6,115,70,50,7,26,66
close,732,1004,2012-01-03,2017-03-24,543649,-91515.5,91225.5,99.68311378946736,BUY + SELL NOW,160.98,115,70,50,6,23,61
close,732,928,2012-01-03,2015-10-09,394348,-70756.0,68757.0,97.17479789699813,SELL,132.93,115,70,50,10,24,70
close,784,863,2013-01-02,2014-12-31,161351,-40613.5,38974.5,95.96439607519667,SELL,137.14,115,70,50,5,28,63
close,999,1031,2017-02-13,2017-09-29,65311,-8276.0,8100.0,97.87336877718705,SELL,136.78,115,70,50,5,28,54
close,836,932,2014-01-02,2015-11-06,193065,-46044.0,44941.0,97.60446529406654,SELL,122.32,115,70,50,6,29,59
close,732,907,2012-01-03,2015-05-15,352381,-70413.0,69200.0,98.27730674733358,BUY + SELL NOW,150.23,115,70,50,6,28,50
close,710,751,2011-08-01,2012-12-31,89470,-14860.5,15045.5,101.24491100568622,BUY + SELL NOW,156.54,115,70,50,5,21,57
close,836,902,2014-01-02,2015-04-10,132000,-38746.5,37838.0,97.65527208909192,BUY + SELL NOW,139.61,115,70,50,5,28,59
close,1068,1074,2018-06-11,2018-07-27,14297,-14200.0,14205.0,100.03521126760563,BUY + SELL NOW,142.25,115,70,50,5,25,50
close,784,945,2013-01-02,2016-02-05,323258,-55603.0,53989.5,97.0981781558549,SELL,116.98,115,70,50,7,29,68
close,784,1014,2013-01-02,2017-06-02,459214,-83807.0,83099.0,99.15520183278247,SELL,142.21,115,70,50,10,21,63
close,968,976,2016-07-11,2016-09-09,17791,-7026.000000000001,7173.5,102.09934528892683,BUY + SELL NOW,143.47,115,70,50,9,24,55
close,981,992,2016-10-10,2016-12-30,23426,-7264.0,7584.5,104.41216960352423,BUY + SELL NOW,151.69,115,70,50,5,29,60
close,993,1049,2017-01-03,2018-12-31,114332,-14972.0,13505.5,90.20504942559444,BUY + SELL NOW,113.01,115,70,50,9,22,65
close,983,1025,2016-10-24,2017-08-18,84518,-15054.5,15869.0,105.41034242253147,SELL,132.11,115,70,50,7,25,54
close,904,904,2015-04-20,2015-04-24,2301,0.0,0.0,0.0,SELL,145.96,115,70,50,6,23,50
close,836,1015,2014-01-02,2017-06-09,355753,-66843.0,66576.0,99.60055652798349,SELL,142.92,115,70,50,7,25,63
close,732,974,2012-01-03,2016-08-26,485206,-84232.0,83426.0,99.04311900465382,BUY + SELL NOW,144.66,115,70,50,10,26,55
close,711,1000,2011-08-08,2017-02-24,581127,-99182.5,99776.5,100.5988959745923,BUY + SELL NOW,166.55,115,70,50,5,25,59
close,784,960,2013-01-02,2016-05-20,353263,-69289.0,67715.0,97.72835515016814,BUY + SELL NOW,131.91,115,70,50,7,20,62
close,951,1067,2016-03-14,2018-12-31,233792,-36048.0,37622.5,104.367787394585,SELL,113.01,115,70,50,10,29,50
close,1009,1038,2017-04-24,2017-11-17,60414,-7241.0,7097.499999999999,98.0182295263085,BUY + SELL NOW,141.95,115,70,50,9,25,69
close,916,916,2015-07-13,2015-07-17,2028,-7377.0,7433.499999999999,100.76589399484884,BUY + SELL NOW,148.67,115,70,50,8,28,54
close,897,988,2015-03-02,2016-12-02,182406,-42396.0,42705.5,100.73002170016039,BUY + SELL NOW,145.85,115,70,50,6,21,56
close,715,957,2011-09-06,2016-04-29,488235,-105135.5,103864.0,98.79060831022822,BUY + SELL NOW,130.48,115,70,50,8,21,55
close,784,933,2013-01-02,2015-11-13,300588,-70229.0,67883.0,96.65949963690214,SELL,116.76,115,70,50,6,21,52
close,836,1048,2014-01-02,2018-12-31,422466,-81941.5,80924.0,98.75826046630829,SELL,113.01,115,70,50,5,21,61
close,699,913,2011-05-16,2015-06-26,434903,-84914.0,83424.0,98.24528346326872,BUY + SELL NOW,143.72,115,70,50,6,28,61
close,908,1005,2015-05-18,2017-03-31,193269,-28273.5,29600.5,104.69344085451041,BUY + SELL NOW,160.48,115,70,50,7,25,56
close,700,919,2011-05-23,2015-08-07,445055,-91883.5,89508.5,97.4152051238797,SELL,135.73,115,70,50,10,25,54
close,836,1000,2014-01-02,2017-02-24,325599,-66843.0,67621.0,101.16392142782341,BUY + SELL NOW,166.55,115,70,50,7,25,61
close,732,826,2012-01-03,2013-12-31,192281,-32795.5,31901.5,97.27401625222973,SELL,155.74,115,70,50,9,22,60
close,947,981,2016-02-16,2016-10-14,68999,-12150.0,13481.0,110.95473251028807,SELL,140.27,115,70,50,7,24,57
close,732,1071,2012-01-03,2018-12-31,679068,-106380.5,105196.0,98.88654405647651,SELL,113.01,115,70,50,7,27,58
close,836,897,2014-01-02,2015-03-06,122301,-31749.0,30857.5,97.1920375444896,SELL,138.09,115,70,50,8,26,62
close,836,1076,2014-01-02,2018-12-31,479874,-88991.0,86557.0,97.26489195536627,SELL,113.01,115,70,50,9,29,58
close,695,891,2011-04-18,2015-01-23,399511,-77696.5,76232.0,98.11510170985824,SELL,133.84,115,70,50,9,25,60
close,784,975,2013-01-02,2016-09-02,382770,-76285.0,75510.0,98.98407288457757,BUY + SELL NOW,144.77,115,70,50,8,27,61
close,731,1015,2011-12-27,2017-06-09,567272,-98896.5,97740.0,98.83059562269645,SELL,142.92,115,70,50,6,22,67
close,732,1080,2012-01-03,2018-12-31,697370,-135698.0,132904.0,97.94101607982432,SELL,113.01,115,70,50,5,21,58
close,699,920,2011-05-16,2015-08-14,449186,-92272.5,90120.0,97.6672356335853,SELL,135.7,115,70,50,6,23,69
close,784,897,2013-01-02,2015-03-06,227765,-48633.0,47034.5,96.7131371702342,SELL,138.09,115,70,50,7,23,61
close,732,841,2012-01-03,2014-12-31,222360,-40616.0,39101.0,96.26994287965334,SELL,137.14,115,70,50,8,21,60
close,732,943,2012-01-03,2016-01-22,423620,-77821.0,75810.5,97.41650711247607,SELL,109.3,115,70,50,9,27,50
close,732,797,2012-01-03,2013-12-31,132287,-24216.0,23618.0,97.53055830855632,BUY + SELL NOW,155.74,115,70,50,9,25,65
close,894,914,2015-02-09,2015-07-02,41244,-6788.0,7131.5,105.06040070713023,BUY + SELL NOW,142.63,115,70,50,5,24,63
close,700,887,2011-05-23,2014-12-31,382628,-71241.0,69788.5,97.96114596931542,SELL,137.14,115,70,50,5,28,66
close,732,1064,2012-01-03,2018-12-31,665603,-135602.0,134965.5,99.53061164289612,SELL,113.01,115,70,50,6,20,51
close,1014,1070,2017-05-30,2018-12-31,115572,-29815.0,29348.0,98.43367432500419,SELL,113.01,115,70,50,9,29,60
close,784,1071,2013-01-02,2018-12-31,574659,-98736.5,97746.5,98.99733128073206,SELL,113.01,115,70,50,7,22,63
close,943,974,2016-01-19,2016-08-26,63520,-12434.5,14111.0,113.48264908118541,BUY + SELL NOW,144.66,115,70,50,10,22,52
close,728,975,2011-12-05,2016-09-02,495612,-99180.5,97854.0,98.66253951129507,BUY + SELL NOW,144.77,115,70,50,6,23,52
close,836,945,2014-01-02,2016-02-05,217794,-53120.0,51954.0,97.80496987951807,SELL,116.98,115,70,50,8,24,56
close,890,1045,2015-01-12,2018-12-31,309377,-41918.5,40968.5,97.7336975321159,BUY + SELL NOW,113.01,115,70,50,6,28,61
close,784,940,2013-01-02,2015-12-31,313122,-62887.0,61103.0,97.16316567812108,SELL,121.9,115,70,50,10,22,69
close,836,905,2014-01-02,2015-05-01,138425,-38773.0,38374.0,98.9709333814768,BUY + SELL NOW,148.86,115,70,50,8,23,65
close,729,821,2011-12-12,2013-12-31,187624,-40676.0,39390.5,96.83965975022126,SELL,155.74,115,70,50,10,21,57
close,710,976,2011-08-01,2016-09-09,536675,-98506.5,97525.0,99.0036190505195,BUY + SELL NOW,143.47,115,70,50,9,26,50
close,836,889,2014-01-02,2015-01-09,106376,-31775.500000000004,30931.0,97.3422920174348,SELL,135.99,115,70,50,9,22,65
close,684,744,2011-01-31,2012-12-31,129469,-34245.0,34116.0,99.62330267192291,BUY + SELL NOW,156.54,115,70,50,10,20,63
close,784,918,2013-01-02,2015-07-31,269789,-70129.5,67999.5,96.96276174790923,SELL,139.59,115,70,50,6,20,58
close,706,893,2011-07-05,2015-02-06,380984,-70594.0,68767.0,97.41196135648921,SELL,135.15,115,70,50,5,21,61
close,732,858,2012-01-03,2014-12-31,256234,-48285.0,47090.5,97.52614683649166,SELL,137.14,115,70,50,7,28,53
close,691,1019,2011-03-21,2017-07-07,660799,-112681.5,112648.0,99.97027018632163,SELL,142.2,115,70,50,9,26,66
close,944,997,2016-01-25,2017-02-03,106183,-26518.0,28587.0,107.80224752997964,BUY + SELL NOW,160.53,115,70,50,6,26,67
close,726,1034,2011-11-21,2017-10-20,616018,-113173.5,112699.5,99.58117403809196,BUY + SELL NOW,152.05,115,70,50,5,22,57
close,836,899,2014-01-02,2015-03-20,126367,-31775.500000000004,30931.0,97.3422920174348,SELL,139.42,115,70,50,7,22,65
close,984,998,2016-10-31,2017-02-10,28831,-15309.0,16376.5,106.97302240512117,BUY + SELL NOW,164.28,115,70,50,5,24,62
close,914,1028,2015-06-29,2017-09-08,227106,-35056.5,36061.0,102.86537446693195,SELL,133.68,115,70,50,6,25,53
close,718,924,2011-09-26,2015-09-11,416715,-78431.0,77136.0,98.348867157119,SELL,128.47,115,70,50,8,22,68
close,711,811,2011-08-08,2013-12-31,206717,-39992.5,39737.5,99.36238044633369,SELL,155.74,115,70,50,10,24,69
close,784,1003,2013-01-02,2017-03-17,437213,-76427.0,76291.0,99.82205241603099,BUY + SELL NOW,162.79,115,70,50,8,27,70
close,836,989,2014-01-02,2016-12-09,304653,-81142.5,80841.5,99.6290476630619,BUY + SELL NOW,151.76,115,70,50,9,21,56
close,732,806,2012-01-03,2013-12-31,150963,-32795.5,31361.5,95.62744888780473,SELL,155.74,115,70,50,6,22,54
close,836,1035,2014-01-02,2017-10-27,396004,-88169.5,88089.0,99.9086985862458,BUY + SELL NOW,144.71,115,70,50,8,20,53
close,784,869,2013-01-02,2014-12-31,173874,-48593.0,45856.5,94.36853044677217,SELL,137.14,115,70,50,10,24,68
close,986,1029,2016-11-14,2017-09-15,85998,-15021.0,15176.5,101.03521736235936,SELL,136.08,115,70,50,9,22,60
close,732,880,2012-01-03,2014-12-31,300543,-56427.5,54884.5,97.26551769970315,SELL,137.14,115,70,50,6,23,59
close,732,973,2012-01-03,2016-08-19,483232,-84235.0,83630.0,99.28177123523476,BUY + SELL NOW,145.46,115,70,50,10,29,52
close,836,915,2014-01-02,2015-07-10,157780,-38901.00000000001,38017.5,97.7288501580936,BUY + SELL NOW,144.21,115,70,50,8,30,68
close,710,935,2011-08-01,2015-11-27,456329,-85012.0,83082.0,97.72973227309086,SELL,121.67,115,70,50,9,26,51
close,690,1061,2011-03-14,2018-12-31,749558,-113227.0,112478.0,99.33849700159855,SELL,113.01,115,70,50,6,30,65
close,709,1018,2011-07-25,2017-06-30,621688,-98808.5,98217.0,99.40136729127555,SELL,143.19,115,70,50,8,21,61
close,1034,1068,2017-10-16,2018-12-31,72258,-14972.5,14482.5,96.72733344464852,SELL,113.01,115,70,50,9,23,63
close,915,1067,2015-07-06,2018-12-31,305713,-49980.0,49970.0,99.97999199679872,SELL,113.01,115,70,50,5,22,70
close,703,1012,2011-06-13,2017-05-19,622978,-111928.0,112267.5,100.30331999142305,SELL,141.3,115,70,50,10,25,57
close,910,975,2015-06-01,2016-09-02,131197,-20734.5,21796.5,105.12189828546626,BUY + SELL NOW,144.77,115,70,50,10,24,54
close,784,1030,2013-01-02,2017-09-22,490700,-98094.5,97126.5,99.01319645851704,SELL,136.16,115,70,50,6,21,56
close,732,968,2012-01-03,2016-07-15,473022,-84235.0,83540.5,99.17552086424882,BUY + SELL NOW,143.53,115,70,50,6,27,56
close,732,943,2012-01-03,2016-01-22,423620,-77808.0,75832.5,97.46105798889575,SELL,109.3,115,70,50,6,24,54
close,694,723,2011-04-11,2011-11-04,64742,-20531.0,20516.5,99.92937509132531,BUY + SELL NOW,149.36,115,70,50,9,25,58
close,906,997,2015-05-04,2017-02-03,181505,-20973.5,22255.5,106.11247526640761,BUY + SELL NOW,160.53,115,70,50,5,30,58
close,680,733,2011-01-03,2012-12-31,115208,-19777.0,21002.0,106.19406381149821,BUY + SELL NOW,156.54,115,70,50,9,24,52
close,836,1011,2014-01-02,2017-05-12,348127,-73860.0,74039.0,100.24235039263472,SELL,140.19,115,70,50,10,24,54
close,784,850,2013-01-02,2014-12-31,136047,-40639.0,38089.0,93.72523930214818,BUY + SELL NOW,137.14,115,70,50,10,25,70
close,688,859,2011-02-28,2014-12-31,352686,-81610.0,80738.5,98.93211616223502,SELL,137.14,115,70,50,7,20,67
close,686,940,2011-02-14,2015-12-31,515853,-104707.0,102537.5,97.92802773453542,SELL,121.9,115,70,50,9,26,51
close,836,1085,2014-01-02,2018-12-31,497827,-88991.0,86557.0,97.26489195536627,SELL,113.01,115,70,50,9,29,58
close,732,886,2012-01-03,2014-12-31,312378,-56556.0,55019.5,97.28322370747577,SELL,137.14,115,70,50,8,28,65
close,922,1072,2015-08-24,2018-12-31,300784,-69518.5,69878.5,100.51784776714112,SELL,113.01,115,70,50,9,20,63
close,836,1090,2014-01-02,2018-12-31,509584,-88931.5,87618.5,98.52358275751561,SELL,113.01,115,70,50,8,24,64
close,731,843,2011-12-27,2014-12-31,227671,-48151.5,46576.5,96.7290738606274,SELL,137.14,115,70,50,6,23,57
close,1019,1039,2017-07-03,2017-11-24,41943,-14187.0,14314.0,100.89518573341792,BUY + SELL NOW,143.91,115,70,50,7,23,55
close,784,957,2013-01-02,2016-04-29,347218,-69296.5,67662.5,97.64201655206251,BUY + SELL NOW,130.48,115,70,50,8,30,52
close,991,1079,2016-12-19,2018-12-31,179172,-29808.5,29003.0,97.29775064159551,SELL,113.01,115,70,50,7,23,50
close,900,1001,2015-03-23,2017-03-03,201270,-35548.5,36532.5,102.76804928477995,BUY + SELL NOW,166.27,115,70,50,10,28,68
