Day Trade,Start Week,End Week,Start Date,End Date,#Samples,Invested (USD),Cashed (USD),Cashed/Invested (%),Last Trade,Last Price (USD),Profit Exit Level (%),Loss Exit Level (%),#Stocks,WINDOW5,WINDOW20,WINDOW50
close,1001,1089,2/27/2017,12/31/2018,181921,-45796,45270,98.85142807,SELL,113.01,115,70,50,5,20,50
close,997,1004,1/30/2017,3/24/2017,15886,-8162.5,8056.5,98.70137825,SELL,160.98,115,70,50,5,20,50
close,990,1032,12/12/2016,10/6/2017,84607,-7734.5,7932.5,102.5599586,SELL,137.91,115,70,50,5,20,50
close,1005,1034,3/27/2017,10/20/2017,60127,-14945,15521.5,103.8574774,BUY + SELL NOW,152.05,115,70,50,5,20,50
close,926,1037,9/21/2015,11/10/2017,221690,-41222,42445,102.9668624,BUY + SELL NOW,142.69,115,70,50,5,20,50
close,1057,1063,3/26/2018,5/11/2018,14832,-14867,14312.5,96.270263,SELL,139.83,115,70,50,5,20,50
close,997,1028,1/30/2017,9/8/2017,63328,-8162.5,8056.5,98.70137825,SELL,133.68,115,70,50,5,20,50
close,1016,1041,6/12/2017,12/8/2017,52068,-6895.5,7330,106.3012109,BUY + SELL NOW,146.6,115,70,50,5,20,50
close,948,960,2/22/2016,5/20/2016,26204,-18458.5,19379,104.9868624,BUY + SELL NOW,131.91,115,70,50,5,20,50
close,919,924,8/3/2015,9/11/2015,12059,0,0,0,SELL,128.47,115,70,50,5,20,50
close,962,1043,5/31/2016,12/22/2017,162119,-28305,28991.5,102.4253665,BUY + SELL NOW,144.61,115,70,50,5,20,50
close,1010,1050,5/1/2017,12/31/2018,83097,-14987.5,19344,129.0675563,SELL,113.01,115,70,50,5,20,50
close,943,1084,1/19/2016,12/31/2018,283913,-64451.5,64737.5,100.4437445,BUY + SELL NOW,113.01,115,70,50,5,20,50
close,904,934,4/20/2015,11/20/2015,63112,-7467,7153,95.79483059,SELL,121.77,115,70,50,5,20,50
close,1002,1063,3/6/2017,12/31/2018,126075,-38515,38462.5,99.86368947,SELL,113.01,115,70,50,5,20,50
close,982,1045,10/17/2016,12/31/2018,126879,-14272,13496.5,94.56628363,BUY + SELL NOW,113.01,115,70,50,5,20,50
close,922,957,8/24/2015,4/29/2016,71280,-32147,31851.5,99.08078514,BUY + SELL NOW,130.48,115,70,50,5,20,50
close,909,969,5/26/2015,7/22/2016,120893,-20753.5,21694,104.5317657,BUY + SELL NOW,145.04,115,70,50,5,20,50
close,949,1022,2/29/2016,7/28/2017,145932,-27073,28862,106.6080597,SELL,134.29,115,70,50,5,20,50
close,995,1000,1/17/2017,2/24/2017,11693,-7672.5,8327.5,108.5369827,BUY + SELL NOW,166.55,115,70,50,5,20,50
close,971,1065,8/1/2016,12/31/2018,190356,-52207,52445,100.4558776,SELL,113.01,115,70,50,5,20,50
close,991,1052,12/19/2016,12/31/2018,123969,-22660.5,23376.5,103.1596831,SELL,113.01,115,70,50,5,20,50
close,905,1027,4/27/2015,9/1/2017,243292,-35390,36291.5,102.5473298,SELL,135.27,115,70,50,5,20,50
close,907,1089,5/11/2015,12/31/2018,367043,-72858.5,73505.5,100.8880227,SELL,113.01,115,70,50,5,20,50
close,902,908,4/6/2015,5/22/2015,14489,-7009,7459,106.4203167,BUY + SELL NOW,149.18,115,70,50,5,20,50
close,836,1058,1/2/2014,12/31/2018,442607,-111405.5,111283.5,99.89049015,SELL,113.01,115,70,50,5,20,50
close,951,967,3/14/2016,7/8/2016,33433,-6349,6915.5,108.922665,BUY + SELL NOW,138.31,115,70,50,5,20,50
close,997,1095,1/30/2017,12/31/2018,201126,-45584,45089,98.91409266,SELL,113.01,115,70,50,5,20,50
close,836,1042,1/2/2014,12/15/2017,409868,-88120,88371.5,100.2854063,BUY + SELL NOW,146.26,115,70,50,5,20,50
close,784,1010,1/2/2013,5/5/2017,451506,-98151,97154.5,98.98472761,SELL,144.08,115,70,50,5,20,50
close,784,962,1/2/2013,6/3/2016,356858,-76338.5,74942.5,98.17130282,BUY + SELL NOW,137.02,115,70,50,5,20,50
close,836,1036,1/2/2014,11/3/2017,398039,-88120,88268,100.1679528,BUY + SELL NOW,144.19,115,70,50,5,20,50
close,915,965,7/6/2015,6/24/2016,101707,-20370.5,20777,101.9955328,BUY + SELL NOW,135.45,115,70,50,5,20,50
close,836,1079,1/2/2014,12/31/2018,485902,-118623,116934,98.57616145,SELL,113.01,115,70,50,5,20,50
close,784,999,1/2/2013,2/17/2017,429446,-98151,97636,99.47529826,BUY + SELL NOW,166.55,115,70,50,5,20,50
close,836,940,1/2/2014,12/31/2015,207658,-53278.5,51995.5,97.59189917,SELL,121.9,115,70,50,5,20,50
close,802,832,5/6/2013,12/6/2013,63277,-8407,8160,97.06197217,SELL,147.57,115,70,50,5,20,50
close,895,921,2/17/2015,8/21/2015,53945,-28337.5,27862,98.32201147,SELL,132.91,115,70,50,5,20,50
close,784,1048,1/2/2013,12/31/2018,527930,-113154,110848,97.96206939,SELL,113.01,115,70,50,5,20,50
close,784,1046,1/2/2013,12/31/2018,523345,-105069.5,102805,97.8447599,BUY + SELL NOW,113.01,115,70,50,5,20,50
close,784,1064,1/2/2013,12/31/2018,561194,-128355,127379.5,99.23999844,SELL,113.01,115,70,50,5,20,50
close,1027,1060,8/28/2017,12/31/2018,69688,-30135,30225,100.298656,SELL,113.01,115,70,50,5,20,50
close,784,839,1/2/2013,12/31/2014,113730,-32836.5,30900,94.10259924,SELL,137.14,115,70,50,5,20,50
close,970,1026,7/25/2016,8/25/2017,112252,-22031.5,22299,101.2141706,SELL,134.93,115,70,50,5,20,50
close,895,1091,2/17/2015,12/31/2018,394561,-93682,93957.5,100.29408,SELL,113.01,115,70,50,5,20,50
close,836,1091,1/2/2014,12/31/2018,511090,-118623,118091,99.55152036,SELL,113.01,115,70,50,5,20,50
close,933,1042,11/9/2015,12/15/2017,216803,-40876,42265.5,103.3993052,BUY + SELL NOW,146.26,115,70,50,5,20,50
close,836,1009,1/2/2014,4/28/2017,343860,-81201.5,81058.5,99.82389488,SELL,147.38,115,70,50,5,20,50
close,784,878,1/2/2013,12/31/2014,192019,-48676.5,47227.5,97.02320422,SELL,137.14,115,70,50,5,20,50
close,784,923,1/2/2013,9/4/2015,280219,-70228,68091.5,96.95776613,SELL,126.59,115,70,50,5,20,50
close,784,1072,1/2/2013,12/31/2018,576722,-128355,127379.5,99.23999844,SELL,113.01,115,70,50,5,20,50
close,836,1011,1/2/2014,5/12/2017,348127,-81201.5,81058.5,99.82389488,SELL,140.19,115,70,50,5,20,50
close,933,975,11/9/2015,9/2/2016,84241,-19362,20207,104.3642186,BUY + SELL NOW,144.77,115,70,50,5,20,50
close,844,847,2/24/2014,3/21/2014,8151,-7747.5,7873,101.6198774,BUY + SELL NOW,157.46,115,70,50,5,20,50
close,784,947,1/2/2013,2/19/2016,327059,-70228,68091.5,96.95776613,SELL,118.36,115,70,50,5,20,50
close,836,1091,1/2/2014,12/31/2018,511090,-118623,118091,99.55152036,SELL,113.01,115,70,50,5,20,50
close,784,936,1/2/2013,12/4/2015,306056,-70228,68091.5,96.95776613,SELL,123.69,115,70,50,5,20,50
close,784,1011,1/2/2013,5/12/2017,453591,-98151,97154.5,98.98472761,SELL,140.19,115,70,50,5,20,50
close,1079,1087,8/27/2018,10/26/2018,18644,-14489.5,14123,97.47058215,SELL,122.74,115,70,50,5,20,50
close,836,896,1/2/2014,2/27/2015,120247,-38780.5,38067,98.16015781,BUY + SELL NOW,138.71,115,70,50,5,20,50
close,836,956,1/2/2014,4/22/2016,239719,-59389,58683.5,98.81206958,BUY + SELL NOW,133.76,115,70,50,5,20,50
close,949,1014,2/29/2016,6/2/2017,130120,-27073,28862,106.6080597,SELL,142.21,115,70,50,5,20,50
close,836,945,1/2/2014,2/5/2016,217794,-53278.5,51995.5,97.59189917,SELL,116.98,115,70,50,5,20,50
close,926,979,9/21/2015,9/30/2016,106476,-26918.5,27578.5,102.4518454,BUY + SELL NOW,144.21,115,70,50,5,20,50
close,836,949,1/2/2014,3/4/2016,225660,-59389,58168.5,97.94490562,BUY + SELL NOW,123.46,115,70,50,5,20,50
close,784,950,1/2/2013,3/11/2016,333141,-76338.5,74423,97.49078119,BUY + SELL NOW,126.63,115,70,50,5,20,50
close,889,904,1/5/2015,4/24/2015,32009,-7032,7298,103.7827076,BUY + SELL NOW,145.96,115,70,50,5,20,50
close,1005,1019,3/27/2017,7/7/2017,29409,-8026.5,7919,98.66068648,SELL,142.2,115,70,50,5,20,50
close,784,965,1/2/2013,6/24/2016,362927,-76338.5,74864,98.06847135,BUY + SELL NOW,135.45,115,70,50,5,20,50
close,992,1096,12/27/2016,12/31/2018,211814,-45152.5,44965,99.5847406,SELL,113.01,115,70,50,5,20,50
close,906,998,5/4/2015,2/10/2017,183531,-27923,29431,105.4005658,BUY + SELL NOW,164.28,115,70,50,5,20,50
close,971,992,8/1/2016,12/30/2016,42905,-22003,21958.5,99.79775485,BUY + SELL NOW,151.69,115,70,50,5,20,50
close,836,1018,1/2/2014,6/30/2017,361760,-81201.5,81058.5,99.82389488,SELL,143.19,115,70,50,5,20,50
close,895,1059,2/17/2015,12/31/2018,328158,-86464.5,87150,100.7928109,SELL,113.01,115,70,50,5,20,50
close,964,1077,6/13/2016,12/31/2018,228515,-58701.5,57298.5,97.60994182,SELL,113.01,115,70,50,5,20,50
close,997,1013,1/30/2017,5/26/2017,34260,-8162.5,8056.5,98.70137825,SELL,141.77,115,70,50,5,20,50
close,836,1084,1/2/2014,12/31/2018,495726,-118623,116934,98.57616145,BUY + SELL NOW,113.01,115,70,50,5,20,50
close,904,1088,4/20/2015,12/31/2018,371187,-72811.5,73248.5,100.6001799,SELL,113.01,115,70,50,5,20,50
close,836,999,1/2/2014,2/17/2017,323982,-81201.5,81540,100.4168642,BUY + SELL NOW,166.55,115,70,50,5,20,50
close,836,922,1/2/2014,8/28/2015,172704,-53278.5,51995.5,97.59189917,SELL,128.75,115,70,50,5,20,50
close,848,885,3/24/2014,12/12/2014,76073,-16239,15834.5,97.50908307,SELL,136.11,115,70,50,5,20,50
close,784,954,1/2/2013,4/8/2016,340803,-76338.5,74732.5,97.89621227,BUY + SELL NOW,132.82,115,70,50,5,20,50
close,894,1041,2/9/2015,12/8/2017,293309,-49063,50503.5,102.936021,BUY + SELL NOW,146.6,115,70,50,5,20,50
close,836,995,1/2/2014,1/20/2017,315812,-81201.5,80983,99.7309163,BUY + SELL NOW,155.41,115,70,50,5,20,50
close,784,985,1/2/2013,11/11/2016,402703,-90766,89308.5,98.39422251,SELL,147.07,115,70,50,5,20,50
close,836,966,1/2/2014,7/1/2016,259506,-59389,58837.5,99.07137685,BUY + SELL NOW,136.84,115,70,50,5,20,50
close,949,1095,2/29/2016,12/31/2018,295386,-64494.5,65894.5,102.1707277,SELL,113.01,115,70,50,5,20,50
close,902,1068,4/6/2015,12/31/2018,333521,-72569.5,73429.5,101.1850709,SELL,113.01,115,70,50,5,20,50
close,1025,1039,8/14/2017,11/24/2017,30086,-6763.5,7195.5,106.3872255,BUY + SELL NOW,143.91,115,70,50,5,20,50
close,978,1025,9/19/2016,8/18/2017,94737,-28658,28664.5,100.0226813,SELL,132.11,115,70,50,5,20,50
close,979,992,9/26/2016,12/30/2016,27408,-14408,14402.5,99.96182676,BUY + SELL NOW,151.69,115,70,50,5,20,50
close,1023,1039,7/31/2017,11/24/2017,34141,-13512,13844.5,102.4607756,BUY + SELL NOW,143.91,115,70,50,5,20,50
close,784,1020,1/2/2013,7/14/2017,470626,-98151,97154.5,98.98472761,SELL,143.2,115,70,50,5,20,50
close,900,940,3/23/2015,12/31/2015,81291,-14583.5,14210,97.43888641,SELL,121.9,115,70,50,5,20,50
close,784,883,1/2/2013,12/31/2014,201707,-48676.5,47227.5,97.02320422,SELL,137.14,115,70,50,5,20,50
close,784,915,1/2/2013,7/10/2015,263244,-62794.5,61067.5,97.24975913,SELL,144.21,115,70,50,5,20,50
close,784,1031,1/2/2013,9/29/2017,492731,-98151,97154.5,98.98472761,SELL,136.78,115,70,50,5,20,50
close,945,1053,2/1/2016,12/31/2018,216955,-49404,51358.5,103.9561574,SELL,113.01,115,70,50,5,20,50
close,784,936,1/2/2013,12/4/2015,306056,-70228,68091.5,96.95776613,SELL,123.69,115,70,50,5,20,50
close,950,1093,3/7/2016,12/31/2018,289175,-65561,66461,101.3727673,SELL,113.01,115,70,50,5,20,50
close,836,1020,1/2/2014,7/14/2017,365162,-81201.5,81058.5,99.82389488,SELL,143.2,115,70,50,5,20,50
close,840,852,1/27/2014,4/25/2014,26321,-7687,7942,103.3172889,BUY + SELL NOW,158.84,115,70,50,5,20,50
close,784,1044,1/2/2013,12/29/2017,518992,-105069.5,104462,99.42181128,BUY + SELL NOW,146.15,115,70,50,5,20,50
close,866,886,7/28/2014,12/19/2014,42157,-16454,16239.5,98.69636563,SELL,136.2,115,70,50,5,20,50
close,836,987,1/2/2014,11/25/2016,300667,-81201.5,80678.5,99.35592323,BUY + SELL NOW,149.32,115,70,50,5,20,50
close,836,948,1/2/2014,2/26/2016,223630,-53278.5,51995.5,97.59189917,SELL,119.62,115,70,50,5,20,50
close,784,1039,1/2/2013,11/24/2017,509167,-105069.5,104350,99.31521517,BUY + SELL NOW,143.91,115,70,50,5,20,50
close,985,1049,11/7/2016,12/31/2018,129520,-30312,29702,97.98759567,SELL,113.01,115,70,50,5,20,50
close,784,1056,1/2/2013,12/31/2018,544344,-128355,125639.5,97.88438316,SELL,113.01,115,70,50,5,20,50
close,784,1089,1/2/2013,12/31/2018,612984,-135572.5,134187,98.97803758,SELL,113.01,115,70,50,5,20,50
close,970,1081,7/25/2016,12/31/2018,224117,-59453,58174.5,97.84956184,SELL,113.01,115,70,50,5,20,50
close,898,1042,3/9/2015,12/15/2017,287567,-49338,50486.5,102.3278203,BUY + SELL NOW,146.26,115,70,50,5,20,50
close,900,975,3/23/2015,9/2/2016,150939,-27911,28527.5,102.2088066,BUY + SELL NOW,144.77,115,70,50,5,20,50
close,784,970,1/2/2013,7/29/2016,372856,-83555.5,82393,98.60870918,BUY + SELL NOW,144.45,115,70,50,5,20,50
close,991,994,12/19/2016,1/13/2017,7176,-7657.5,7662.5,100.0652955,BUY + SELL NOW,153.25,115,70,50,5,20,50
close,784,1084,1/2/2013,12/31/2018,601190,-135572.5,133030,98.12461967,BUY + SELL NOW,113.01,115,70,50,5,20,50
close,836,953,1/2/2014,4/1/2016,233332,-59389,58770.5,98.95856135,BUY + SELL NOW,135.5,115,70,50,5,20,50
close,904,915,4/20/2015,7/10/2015,23744,-7467,7153,95.79483059,SELL,144.21,115,70,50,5,20,50
close,933,1032,11/9/2015,10/6/2017,196195,-33957.5,34952.5,102.9301333,SELL,137.91,115,70,50,5,20,50
close,784,918,1/2/2013,7/31/2015,269789,-70228,68091.5,96.95776613,SELL,139.59,115,70,50,5,20,50
close,836,1058,1/2/2014,12/31/2018,442607,-111405.5,111283.5,99.89049015,SELL,113.01,115,70,50,5,20,50
close,836,974,1/2/2014,8/26/2016,275333,-66606,66307.5,99.55184218,BUY + SELL NOW,144.66,115,70,50,5,20,50
close,784,1048,1/2/2013,12/31/2018,527930,-113154,110848,97.96206939,SELL,113.01,115,70,50,5,20,50
close,836,926,1/2/2014,9/25/2015,180431,-53278.5,51995.5,97.59189917,SELL,127.38,115,70,50,5,20,50
close,925,937,9/14/2015,12/11/2015,26223,-12966,12605,97.21579516,SELL,119.69,115,70,50,5,20,50
close,984,1003,10/31/2016,3/17/2017,38624,-15309,16302,106.4863806,BUY + SELL NOW,162.79,115,70,50,5,20,50
close,784,1009,1/2/2013,4/28/2017,449324,-98151,97154.5,98.98472761,SELL,147.38,115,70,50,5,20,50
close,863,863,7/7/2014,7/11/2014,1991,-7918.5,7881.5,99.53273979,SELL,157.93,115,70,50,5,20,50
close,784,901,1/2/2013,4/2/2015,235467,-62794.5,60867.5,96.9312599,BUY + SELL NOW,137.73,115,70,50,5,20,50
close,784,948,1/2/2013,2/26/2016,329094,-70228,68091.5,96.95776613,SELL,119.62,115,70,50,5,20,50
close,836,902,1/2/2014,4/10/2015,132000,-45845,44865.5,97.86345294,BUY + SELL NOW,139.61,115,70,50,5,20,50
close,955,1087,4/11/2016,12/31/2018,267216,-65674,65504,99.74114566,SELL,113.01,115,70,50,5,20,50
close,907,1013,5/11/2015,5/26/2017,211673,-35437,36473,102.923498,SELL,141.77,115,70,50,5,20,50
close,906,1005,5/4/2015,3/31/2017,197352,-27923,29241,104.7201232,BUY + SELL NOW,160.48,115,70,50,5,20,50
close,784,948,1/2/2013,2/26/2016,329094,-70228,68091.5,96.95776613,SELL,119.62,115,70,50,5,20,50
close,784,1002,1/2/2013,3/10/2017,435129,-98151,97540,99.37748979,BUY + SELL NOW,164.63,115,70,50,5,20,50
close,784,956,1/2/2013,4/22/2016,345183,-76338.5,74779.5,97.95778015,BUY + SELL NOW,133.76,115,70,50,5,20,50
close,784,1093,1/2/2013,12/31/2018,620299,-135572.5,134187,98.97803758,SELL,113.01,115,70,50,5,20,50
close,938,994,12/14/2015,1/13/2017,111299,-33164.5,34575.5,104.2545493,BUY + SELL NOW,153.25,115,70,50,5,20,50
close,836,1019,1/2/2014,7/7/2017,363185,-81201.5,81058.5,99.82389488,SELL,142.2,115,70,50,5,20,50
close,784,918,1/2/2013,7/31/2015,269789,-70228,68091.5,96.95776613,SELL,139.59,115,70,50,5,20,50
close,784,984,1/2/2013,11/4/2016,400573,-90766,89308.5,98.39422251,SELL,138.6,115,70,50,5,20,50
close,836,891,1/2/2014,1/23/2015,110342,-31727,31131.5,98.12304977,SELL,133.84,115,70,50,5,20,50
close,836,970,1/2/2014,7/29/2016,267392,-66606,66297,99.53607783,BUY + SELL NOW,144.45,115,70,50,5,20,50
close,836,980,1/2/2014,10/7/2016,286871,-73816.5,73212.5,99.18175476,SELL,142.22,115,70,50,5,20,50
close,1002,1074,3/6/2017,12/31/2018,148129,-45732.5,44113,96.45875471,SELL,113.01,115,70,50,5,20,50
close,931,1074,10/26/2015,12/31/2018,286831,-65182,64885.5,99.54511982,SELL,113.01,115,70,50,5,20,50
close,784,851,1/2/2013,12/31/2014,137999,-40577,38297.5,94.38228553,SELL,137.14,115,70,50,5,20,50
close,836,1046,1/2/2014,12/31/2018,417881,-88120,86709,98.3987744,BUY + SELL NOW,113.01,115,70,50,5,20,50
close,836,1084,1/2/2014,12/31/2018,495726,-118623,116934,98.57616145,BUY + SELL NOW,113.01,115,70,50,5,20,50
close,902,947,4/6/2015,2/19/2016,91592,-14442.5,14141.5,97.91587329,SELL,118.36,115,70,50,5,20,50
close,836,888,1/2/2014,1/2/2015,104328,-31727,31131.5,98.12304977,SELL,138.62,115,70,50,5,20,50
close,1054,1071,3/5/2018,7/6/2018,36460,-7573.5,7376.5,97.39882485,SELL,138.05,115,70,50,5,20,50
close,977,1065,9/12/2016,12/31/2018,178847,-37589,38071,101.28229,SELL,113.01,115,70,50,5,20,50
close,784,980,1/2/2013,10/7/2016,392335,-90766,89308.5,98.39422251,SELL,142.22,115,70,50,5,20,50
close,998,1078,2/6/2017,12/31/2018,163981,-45552.5,43865,96.29548323,SELL,113.01,115,70,50,5,20,50
close,950,986,3/7/2016,11/18/2016,73588,-28139.5,28899,102.6990529,BUY + SELL NOW,146.33,115,70,50,5,20,50
close,904,971,4/20/2015,8/5/2016,135339,-20794.5,21551,103.6379812,BUY + SELL NOW,146.38,115,70,50,5,20,50
close,784,956,1/2/2013,4/22/2016,345183,-76338.5,74779.5,97.95778015,BUY + SELL NOW,133.76,115,70,50,5,20,50
close,1031,1037,9/25/2017,11/10/2017,14860,-6898.5,7134.5,103.4210336,BUY + SELL NOW,142.69,115,70,50,5,20,50
close,784,986,1/2/2013,11/18/2016,404712,-98151,96625,98.44525272,BUY + SELL NOW,146.33,115,70,50,5,20,50
close,810,815,7/1/2013,8/9/2013,12223,-8028.5,7797.5,97.1227502,SELL,155.95,115,70,50,5,20,50
close,836,949,1/2/2014,3/4/2016,225660,-59389,58168.5,97.94490562,BUY + SELL NOW,123.46,115,70,50,5,20,50
close,915,1020,7/6/2015,7/14/2017,209406,-42183,43067.5,102.0968163,SELL,143.2,115,70,50,5,20,50
close,836,923,1/2/2014,9/4/2015,174755,-53278.5,51995.5,97.59189917,SELL,126.59,115,70,50,5,20,50
close,784,920,1/2/2013,8/14/2015,273859,-70228,68091.5,96.95776613,SELL,135.7,115,70,50,5,20,50
close,836,974,1/2/2014,8/26/2016,275333,-66606,66307.5,99.55184218,BUY + SELL NOW,144.66,115,70,50,5,20,50
close,908,1047,5/18/2015,12/31/2018,277749,-50413,50160.5,99.49913713,SELL,113.01,115,70,50,5,20,50
close,947,1095,2/16/2016,12/31/2018,299141,-64167,65556.5,102.1654433,SELL,113.01,115,70,50,5,20,50
close,836,995,1/2/2014,1/20/2017,315812,-81201.5,80983,99.7309163,BUY + SELL NOW,155.41,115,70,50,5,20,50
close,975,1020,8/29/2016,7/14/2017,89829,-14641.5,14997,102.4280299,SELL,143.2,115,70,50,5,20,50
close,836,969,1/2/2014,7/22/2016,265385,-66606,66326.5,99.58036814,BUY + SELL NOW,145.04,115,70,50,5,20,50
close,943,976,1/19/2016,9/9/2016,67088,-12434.5,14051.5,113.0041417,BUY + SELL NOW,143.47,115,70,50,5,20,50
close,891,911,1/20/2015,6/12/2015,41695,-7032,7239.5,102.9507964,BUY + SELL NOW,144.79,115,70,50,5,20,50
close,784,1017,1/2/2013,6/23/2017,465232,-98151,97154.5,98.98472761,SELL,143.6,115,70,50,5,20,50
close,976,1008,9/6/2016,4/21/2017,64518,-14684,15019.5,102.2847998,SELL,149.32,115,70,50,5,20,50
close,784,889,1/2/2013,1/9/2015,211840,-48676.5,47227.5,97.02320422,SELL,135.99,115,70,50,5,20,50
close,844,864,2/24/2014,7/18/2014,42142,-15847,15952,100.662586,BUY + SELL NOW,162.24,115,70,50,5,20,50
close,957,1009,4/25/2016,4/28/2017,104141,-27930.5,28532.5,102.1553499,SELL,147.38,115,70,50,5,20,50
close,784,841,1/2/2013,12/31/2014,117951,-32836.5,31440.5,95.74863338,SELL,137.14,115,70,50,5,20,50
close,1037,1048,11/6/2017,12/31/2018,24427,-14379.5,12694.5,88.28192914,BUY + SELL NOW,113.01,115,70,50,5,20,50
close,784,1067,1/2/2013,12/31/2018,566933,-128355,127379.5,99.23999844,SELL,113.01,115,70,50,5,20,50
close,1037,1080,11/6/2017,12/31/2018,89458,-36798,34876.5,94.77824882,SELL,113.01,115,70,50,5,20,50
close,784,1095,1/2/2013,12/31/2018,624480,-135572.5,134187,98.97803758,SELL,113.01,115,70,50,5,20,50
close,784,952,1/2/2013,3/24/2016,336770,-76338.5,74655.5,97.79534573,BUY + SELL NOW,131.28,115,70,50,5,20,50
close,784,947,1/2/2013,2/19/2016,327059,-70228,68091.5,96.95776613,SELL,118.36,115,70,50,5,20,50
close,1016,1047,6/12/2017,12/31/2018,64504,-14980,13693.5,91.41188251,SELL,113.01,115,70,50,5,20,50
close,836,1069,1/2/2014,12/31/2018,465620,-111405.5,111283.5,99.89049015,SELL,113.01,115,70,50,5,20,50
close,893,1045,2/2/2015,12/31/2018,303246,-49016.5,48810.5,99.57973336,BUY + SELL NOW,113.01,115,70,50,5,20,50
close,784,1024,1/2/2013,8/11/2017,479081,-98151,97154.5,98.98472761,SELL,133.42,115,70,50,5,20,50
close,836,947,1/2/2014,2/19/2016,221595,-53278.5,51995.5,97.59189917,SELL,118.36,115,70,50,5,20,50
close,838,885,1/13/2014,12/12/2014,96305,-23717.5,23423.5,98.76040898,SELL,136.11,115,70,50,5,20,50
close,836,1056,1/2/2014,12/31/2018,438880,-111405.5,109543.5,98.3286283,SELL,113.01,115,70,50,5,20,50
close,836,920,1/2/2014,8/14/2015,168395,-53278.5,51995.5,97.59189917,SELL,135.7,115,70,50,5,20,50
close,836,983,1/2/2014,10/28/2016,293125,-73816.5,73212.5,99.18175476,SELL,139.33,115,70,50,5,20,50
close,1043,1058,12/18/2017,12/31/2018,32739,-22210.5,22086,99.43945431,SELL,113.01,115,70,50,5,20,50
close,784,851,1/2/2013,12/31/2014,137999,-40577,38297.5,94.38228553,SELL,137.14,115,70,50,5,20,50
close,836,964,1/2/2014,6/17/2016,255383,-59389,58828,99.05538063,BUY + SELL NOW,136.65,115,70,50,5,20,50
close,946,1018,2/8/2016,6/30/2017,143966,-27021.5,28862,106.8112429,SELL,143.19,115,70,50,5,20,50
close,894,1038,2/9/2015,11/17/2017,287726,-49063,50271,102.4621405,BUY + SELL NOW,141.95,115,70,50,5,20,50
close,916,1046,7/13/2015,12/31/2018,260101,-42218.5,41737.5,98.86068903,BUY + SELL NOW,113.01,115,70,50,5,20,50
close,784,963,1/2/2013,6/10/2016,358849,-76338.5,74948,98.17850757,BUY + SELL NOW,137.13,115,70,50,5,20,50
close,784,1055,1/2/2013,12/31/2018,542274,-128355,125639.5,97.88438316,SELL,113.01,115,70,50,5,20,50
close,941,1023,1/4/2016,8/4/2017,163911,-33213,34725.5,104.5539397,SELL,134.71,115,70,50,5,20,50
close,784,927,1/2/2013,10/2/2015,287934,-70228,68091.5,96.95776613,SELL,125.66,115,70,50,5,20,50
close,836,995,1/2/2014,1/20/2017,315812,-81201.5,80983,99.7309163,BUY + SELL NOW,155.41,115,70,50,5,20,50
close,836,1052,1/2/2014,12/31/2018,430699,-96204.5,96502.5,100.3097568,SELL,113.01,115,70,50,5,20,50
close,784,887,1/2/2013,12/31/2014,209381,-48676.5,47227.5,97.02320422,SELL,137.14,115,70,50,5,20,50
close,784,961,1/2/2013,5/27/2016,355259,-76338.5,74930.5,98.15558336,BUY + SELL NOW,136.78,115,70,50,5,20,50
close,836,1001,1/2/2014,3/3/2017,327637,-81201.5,81526,100.3996232,BUY + SELL NOW,166.27,115,70,50,5,20,50
close,927,1002,9/28/2015,3/10/2017,149234,-34270,35530.5,103.6781441,BUY + SELL NOW,164.63,115,70,50,5,20,50
close,935,1026,11/23/2015,8/25/2017,180489,-33865,34973,103.2718146,SELL,134.93,115,70,50,5,20,50
close,990,1029,12/12/2016,9/15/2017,78584,-7734.5,7932.5,102.5599586,SELL,136.08,115,70,50,5,20,50
close,1009,1060,4/24/2017,12/31/2018,105501,-30181,30225,100.1457871,SELL,113.01,115,70,50,5,20,50
close,836,1037,1/2/2014,11/10/2017,400096,-88120,88193,100.0828416,BUY + SELL NOW,142.69,115,70,50,5,20,50
close,784,999,1/2/2013,2/17/2017,429446,-98151,97636,99.47529826,BUY + SELL NOW,166.55,115,70,50,5,20,50
close,1034,1042,10/16/2017,12/15/2017,18602,-7241,7313,100.9943378,BUY + SELL NOW,146.26,115,70,50,5,20,50
close,784,1064,1/2/2013,12/31/2018,561194,-128355,127379.5,99.23999844,SELL,113.01,115,70,50,5,20,50
close,784,1073,1/2/2013,12/31/2018,579166,-135572.5,133030,98.12461967,SELL,113.01,115,70,50,5,20,50
close,913,928,6/22/2015,10/9/2015,32346,-14751.5,14196.5,96.23767075,SELL,132.93,115,70,50,5,20,50
close,836,1025,1/2/2014,8/18/2017,375642,-81201.5,81058.5,99.82389488,SELL,132.11,115,70,50,5,20,50
close,784,837,1/2/2013,12/31/2014,109535,-32836.5,30900,94.10259924,SELL,137.14,115,70,50,5,20,50
close,919,1043,8/3/2015,12/22/2017,247589,-34841.5,36293.5,104.167444,BUY + SELL NOW,144.61,115,70,50,5,20,50
close,836,1029,1/2/2014,9/15/2017,383237,-81201.5,81058.5,99.82389488,SELL,136.08,115,70,50,5,20,50
close,784,1045,1/2/2013,12/31/2018,521217,-105069.5,102805,97.8447599,BUY + SELL NOW,113.01,115,70,50,5,20,50
